video,frame_id,timestamp_sec,person_count,density_pct,density_change_rate,mean_motion_speed,max_motion_speed,direction_variance,flow_irregularity,heuristic_risk_score,heuristic_risk_level,ground_truth_risk_level,ground_truth_person_count,latency_ms
seq_02_bottleneck_congestion.mp4,102,5.1,14,16.7,-0.12,0.98,2.64,0.845,81.3,62.2,HIGH RISK,WARNING,24,97.2
seq_02_bottleneck_congestion.mp4,103,5.15,14,16.7,-0.1,0.77,1.25,0.782,80.9,62.1,HIGH RISK,WARNING,24,93.81
seq_02_bottleneck_congestion.mp4,104,5.2,14,16.7,-0.04,0.8,1.11,0.623,54.4,61.9,HIGH RISK,WARNING,24,106.14
seq_02_bottleneck_congestion.mp4,105,5.25,15,17.8,2.27,1.5,17.21,0.657,41.1,61.4,HIGH RISK,WARNING,25,110.52
seq_02_bottleneck_congestion.mp4,106,5.3,15,17.8,3.27,0.94,1.73,0.687,61.4,60.6,HIGH RISK,WARNING,25,153.34
seq_02_bottleneck_congestion.mp4,107,5.35,14,16.4,1.86,1.11,5.78,0.807,83.2,60.5,HIGH RISK,WARNING,25,132.17
seq_02_bottleneck_congestion.mp4,108,5.4,15,17.5,1.91,1.1,4.29,0.578,47.5,60.4,HIGH RISK,WARNING,26,113.68
seq_02_bottleneck_congestion.mp4,109,5.45,14,17.1,1.48,0.82,1.5,0.616,58.1,60.3,HIGH RISK,WARNING,26,114.48
seq_02_bottleneck_congestion.mp4,110,5.5,15,17.5,1.91,0.86,1.41,0.63,61.5,60.2,HIGH RISK,WARNING,26,115.02
seq_02_bottleneck_congestion.mp4,111,5.55,15,18.2,1.5,0.98,4.66,0.601,49.1,60.0,HIGH RISK,WARNING,27,112.67
seq_02_bottleneck_congestion.mp4,112,5.6,16,18.6,1.92,0.82,1.22,0.616,57.7,60.0,HIGH RISK,WARNING,27,105.15
seq_02_bottleneck_congestion.mp4,113,5.65,16,18.6,1.91,0.97,1.51,0.451,41.7,59.7,HIGH RISK,WARNING,27,105.98
seq_02_bottleneck_congestion.mp4,114,5.7,17,19.8,2.06,0.87,4.39,0.722,66.7,59.7,HIGH RISK,WARNING,28,100.11
seq_02_bottleneck_congestion.mp4,115,5.75,17,19.8,2.05,0.88,1.36,0.632,55.6,59.5,HIGH RISK,WARNING,28,96.93
seq_02_bottleneck_congestion.mp4,116,5.8,17,19.8,3.46,0.76,1.18,0.488,50.5,59.3,HIGH RISK,WARNING,28,100.16
seq_02_bottleneck_congestion.mp4,117,5.85,17,20.7,3.21,1.02,2.53,0.473,42.2,59.1,HIGH RISK,WARNING,29,102.48
seq_02_bottleneck_congestion.mp4,118,5.9,17,20.7,3.62,0.79,1.16,0.737,75.9,59.1,HIGH RISK,WARNING,29,103.14
seq_02_bottleneck_congestion.mp4,119,5.95,17,20.7,3.23,0.82,1.25,0.541,51.4,58.9,HIGH RISK,WARNING,29,99.45
seq_02_bottleneck_congestion.mp4,120,6.0,17,21.1,2.9,1.24,7.59,0.569,40.1,58.7,HIGH RISK,WARNING,30,98.05
seq_02_bottleneck_congestion.mp4,121,6.05,17,21.0,2.38,0.8,1.9,0.502,56.0,58.5,HIGH RISK,WARNING,30,96.53
seq_02_bottleneck_congestion.mp4,122,6.1,17,21.0,2.38,0.94,1.58,0.497,45.7,58.2,HIGH RISK,WARNING,30,95.18
seq_02_bottleneck_congestion.mp4,123,6.15,17,21.5,1.68,0.81,2.14,0.441,45.2,57.9,HIGH RISK,WARNING,31,98.57
seq_02_bottleneck_congestion.mp4,124,6.2,17,21.6,1.76,0.89,1.33,0.539,50.4,57.7,HIGH RISK,WARNING,31,97.48
seq_02_bottleneck_congestion.mp4,125,6.25,17,21.4,1.59,0.83,1.63,0.36,38.6,57.3,HIGH RISK,WARNING,31,98.84
seq_02_bottleneck_congestion.mp4,126,6.3,17,22.1,1.41,0.89,2.66,0.496,56.2,56.9,HIGH RISK,WARNING,32,98.96
seq_02_bottleneck_congestion.mp4,127,6.35,18,22.5,1.83,0.78,1.41,0.485,40.6,56.6,HIGH RISK,WARNING,32,101.06
seq_02_bottleneck_congestion.mp4,128,6.4,18,22.5,1.78,0.86,1.49,0.332,31.3,56.2,HIGH RISK,WARNING,32,101.36
seq_02_bottleneck_congestion.mp4,129,6.45,18,23.0,1.87,0.93,4.04,0.439,35.0,55.8,HIGH RISK,WARNING,33,109.53
seq_02_bottleneck_congestion.mp4,130,6.5,18,22.9,1.89,0.78,1.43,0.436,44.1,55.5,HIGH RISK,WARNING,33,129.69
seq_02_bottleneck_congestion.mp4,131,6.55,18,22.9,1.94,0.89,1.54,0.307,27.0,55.1,HIGH RISK,WARNING,33,106.14
seq_02_bottleneck_congestion.mp4,132,6.6,19,24.2,2.63,1.31,11.87,0.37,24.2,54.7,HIGH RISK,WARNING,34,162.38
seq_02_bottleneck_congestion.mp4,133,6.65,19,24.2,2.61,0.81,1.29,0.303,23.4,54.3,HIGH RISK,WARNING,34,122.02
seq_02_bottleneck_congestion.mp4,134,6.7,19,24.2,2.82,0.85,1.47,0.449,42.0,54.0,HIGH RISK,WARNING,34,105.31
seq_02_bottleneck_congestion.mp4,135,6.75,19,25.2,3.09,0.98,3.16,0.354,29.8,53.7,HIGH RISK,WARNING,35,114.48
seq_02_bottleneck_congestion.mp4,136,6.8,19,25.3,2.77,0.81,1.44,0.367,30.9,53.6,HIGH RISK,WARNING,35,126.06
seq_02_bottleneck_congestion.mp4,137,6.85,19,25.3,2.77,0.84,1.2,0.275,25.3,53.3,HIGH RISK,WARNING,35,123.42
seq_02_bottleneck_congestion.mp4,138,6.9,20,26.5,3.52,1.22,10.04,0.278,19.1,53.1,HIGH RISK,WARNING,36,126.83
seq_02_bottleneck_congestion.mp4,139,6.95,20,26.6,3.67,0.81,1.15,0.253,22.9,53.0,HIGH RISK,WARNING,36,119.69
seq_02_bottleneck_congestion.mp4,140,7.0,20,26.5,3.63,0.85,1.58,0.389,38.7,52.7,HIGH RISK,WARNING,36,120.35
seq_02_bottleneck_congestion.mp4,141,7.05,21,27.7,3.52,1.11,9.88,0.41,27.6,52.3,HIGH RISK,WARNING,37,112.57
seq_02_bottleneck_congestion.mp4,142,7.1,21,27.7,3.46,0.83,1.26,0.211,18.3,51.4,HIGH RISK,WARNING,37,101.37
seq_02_bottleneck_congestion.mp4,143,7.15,21,27.6,3.37,0.82,1.33,0.357,35.3,51.2,HIGH RISK,WARNING,37,96.65
seq_02_bottleneck_congestion.mp4,144,7.2,21,29.2,3.98,0.83,1.48,0.268,23.8,50.7,WARNING,WARNING,38,98.09
seq_02_bottleneck_congestion.mp4,145,7.25,22,29.0,3.7,0.81,1.33,0.169,18.2,50.2,WARNING,WARNING,38,129.17
seq_02_bottleneck_congestion.mp4,146,7.3,21,29.2,3.93,0.82,1.2,0.312,28.1,49.9,WARNING,WARNING,38,130.35
seq_02_bottleneck_congestion.mp4,147,7.35,21,29.8,3.37,0.83,1.46,0.257,22.8,49.5,WARNING,WARNING,39,165.83
seq_02_bottleneck_congestion.mp4,148,7.4,20,28.4,1.84,1.51,14.59,0.377,29.6,49.2,WARNING,WARNING,39,145.06
seq_02_bottleneck_congestion.mp4,149,7.45,19,27.1,0.56,1.44,14.7,0.385,35.3,49.1,WARNING,WARNING,39,165.02
seq_02_bottleneck_congestion.mp4,150,7.5,18,27.2,-0.47,0.81,1.16,0.27,24.1,48.4,WARNING,WARNING,40,166.37
seq_02_bottleneck_congestion.mp4,151,7.55,18,27.1,-0.55,0.79,1.21,0.244,20.6,47.9,WARNING,WARNING,40,137.71
seq_02_bottleneck_congestion.mp4,152,7.6,19,27.5,-0.13,0.75,1.16,0.345,33.0,47.3,WARNING,WARNING,40,136.68
seq_02_bottleneck_congestion.mp4,153,7.65,18,28.1,-1.14,0.86,1.73,0.282,30.3,46.9,WARNING,WARNING,41,145.1
seq_02_bottleneck_congestion.mp4,154,7.7,18,28.2,-0.84,0.79,1.3,0.303,29.7,46.4,WARNING,WARNING,41,144.08
seq_02_bottleneck_congestion.mp4,155,7.75,18,28.1,-1.16,0.75,1.26,0.288,29.5,45.8,WARNING,WARNING,41,149.78
seq_02_bottleneck_congestion.mp4,156,7.8,19,29.2,-0.6,1.25,14.38,0.336,17.6,45.7,WARNING,WARNING,42,147.48
seq_02_bottleneck_congestion.mp4,157,7.85,19,29.5,1.07,0.79,1.26,0.314,28.4,45.0,WARNING,WARNING,42,143.56
seq_02_bottleneck_congestion.mp4,158,7.9,19,29.5,2.37,0.83,1.28,0.23,22.7,44.2,WARNING,WARNING,42,136.53
seq_02_bottleneck_congestion.mp4,159,7.95,20,30.7,3.53,0.86,2.43,0.291,27.9,43.9,WARNING,WARNING,43,151.33
seq_02_bottleneck_congestion.mp4,160,8.0,20,30.9,3.77,0.85,1.27,0.21,15.1,43.6,WARNING,WARNING,43,146.19
seq_02_bottleneck_congestion.mp4,161,8.05,20,30.9,3.4,0.74,1.13,0.297,28.8,43.3,WARNING,WARNING,43,148.85
seq_02_bottleneck_congestion.mp4,162,8.1,21,32.7,4.65,0.97,3.62,0.294,24.2,43.2,WARNING,WARNING,44,148.65
seq_02_bottleneck_congestion.mp4,163,8.15,20,32.5,4.34,0.76,1.14,0.317,30.2,43.0,WARNING,WARNING,44,151.01
seq_02_bottleneck_congestion.mp4,164,8.2,20,32.7,4.6,0.81,1.21,0.301,28.2,42.9,WARNING,WARNING,44,136.77
seq_02_bottleneck_congestion.mp4,165,8.25,20,33.0,3.79,0.81,1.3,0.249,28.2,42.7,WARNING,WARNING,45,143.32
seq_02_bottleneck_congestion.mp4,166,8.3,20,33.1,3.63,0.82,1.28,0.242,22.6,42.6,WARNING,WARNING,45,139.49
seq_02_bottleneck_congestion.mp4,167,8.35,21,32.7,3.22,0.78,1.16,0.235,22.7,42.3,WARNING,WARNING,45,132.09
seq_02_bottleneck_congestion.mp4,168,8.4,20,33.0,2.23,0.83,1.34,0.285,27.3,41.9,WARNING,HIGH RISK,46,139.67
seq_02_bottleneck_congestion.mp4,169,8.45,20,33.0,2.09,0.78,1.34,0.305,28.7,41.4,WARNING,HIGH RISK,46,135.94
seq_02_bottleneck_congestion.mp4,170,8.5,20,32.9,1.99,0.71,1.26,0.26,23.8,40.9,WARNING,HIGH RISK,46,139.19
seq_02_bottleneck_congestion.mp4,171,8.55,21,33.5,0.76,0.91,3.32,0.18,19.9,40.5,WARNING,HIGH RISK,47,127.39
seq_02_bottleneck_congestion.mp4,172,8.6,21,33.4,0.88,0.83,1.28,0.258,24.8,39.9,WARNING,HIGH RISK,47,135.82
seq_02_bottleneck_congestion.mp4,173,8.65,21,33.2,0.57,0.79,1.28,0.28,28.2,39.4,WARNING,HIGH RISK,47,138.94
seq_02_bottleneck_congestion.mp4,174,8.7,21,34.1,1.03,0.8,2.02,0.286,32.7,38.9,WARNING,HIGH RISK,48,139.27
seq_02_bottleneck_congestion.mp4,175,8.75,20,32.1,-1.0,0.78,1.21,0.309,30.0,38.4,WARNING,HIGH RISK,48,142.26
seq_02_bottleneck_congestion.mp4,176,8.8,20,32.0,-0.72,0.83,1.33,0.26,23.2,37.8,WARNING,HIGH RISK,48,139.08
seq_02_bottleneck_congestion.mp4,177,8.85,21,33.0,0.02,0.84,1.46,0.214,20.6,37.3,WARNING,HIGH RISK,49,134.79
seq_02_bottleneck_congestion.mp4,178,8.9,21,33.0,0.0,0.8,1.21,0.216,22.6,36.8,WARNING,HIGH RISK,49,135.9
seq_02_bottleneck_congestion.mp4,179,8.95,21,33.0,0.13,0.73,1.25,0.271,26.5,36.4,WARNING,HIGH RISK,49,135.5
seq_02_bottleneck_congestion.mp4,180,9.0,22,34.2,0.76,1.04,3.15,0.24,20.2,36.1,WARNING,HIGH RISK,50,143.84
seq_02_bottleneck_congestion.mp4,181,9.05,21,33.2,-0.18,1.8,22.78,0.226,11.1,36.4,WARNING,HIGH RISK,50,133.98
seq_02_bottleneck_congestion.mp4,182,9.1,23,35.6,2.34,0.79,1.21,0.233,22.7,36.1,WARNING,HIGH RISK,50,127.06
seq_02_bottleneck_congestion.mp4,183,9.15,24,36.6,2.5,0.77,1.38,0.23,22.5,35.7,WARNING,HIGH RISK,51,129.81
seq_02_bottleneck_congestion.mp4,184,9.2,22,34.5,2.37,0.78,1.17,0.256,23.7,35.3,WARNING,HIGH RISK,51,140.13
seq_02_bottleneck_congestion.mp4,185,9.25,21,34.8,2.8,0.81,1.26,0.183,19.3,35.1,WARNING,HIGH RISK,51,137.98
seq_02_bottleneck_congestion.mp4,186,9.3,23,37.2,4.23,0.82,1.24,0.333,34.5,34.9,WARNING,HIGH RISK,52,134.51
seq_02_bottleneck_congestion.mp4,187,9.35,23,37.3,4.31,0.77,1.19,0.204,21.1,34.6,WARNING,HIGH RISK,52,132.08
seq_02_bottleneck_congestion.mp4,188,9.4,23,35.7,2.68,0.82,1.65,0.259,24.3,34.3,WARNING,HIGH RISK,52,134.53
seq_02_bottleneck_congestion.mp4,189,9.45,24,37.0,2.73,0.85,3.66,0.292,27.7,33.9,WARNING,HIGH RISK,53,139.32
seq_02_bottleneck_congestion.mp4,190,9.5,24,37.0,3.78,0.78,1.22,0.232,23.1,32.9,WARNING,HIGH RISK,53,145.08
seq_02_bottleneck_congestion.mp4,191,9.55,24,36.9,1.31,0.78,1.16,0.29,27.5,32.6,WARNING,HIGH RISK,53,138.88
seq_02_bottleneck_congestion.mp4,192,9.6,24,38.3,1.75,0.77,1.4,0.252,25.8,32.2,WARNING,HIGH RISK,54,136.34
seq_02_bottleneck_congestion.mp4,193,9.65,24,38.2,3.7,0.82,1.16,0.144,14.0,31.8,WARNING,HIGH RISK,54,131.55
seq_02_bottleneck_congestion.mp4,194,9.7,24,38.4,3.62,0.75,1.22,0.25,23.8,31.4,WARNING,HIGH RISK,54,131.96
seq_02_bottleneck_congestion.mp4,195,9.75,24,39.1,1.84,0.82,1.56,0.21,22.8,30.9,NORMAL,HIGH RISK,55,138.13
seq_02_bottleneck_congestion.mp4,196,9.8,24,38.9,1.6,0.78,1.17,0.254,25.8,30.6,NORMAL,HIGH RISK,55,131.1
seq_02_bottleneck_congestion.mp4,197,9.85,23,38.9,3.26,0.77,1.18,0.193,16.7,30.2,NORMAL,HIGH RISK,55,136.83
seq_02_bottleneck_congestion.mp4,198,9.9,23,39.6,2.58,0.85,1.37,0.18,17.8,29.8,NORMAL,HIGH RISK,56,136.42
seq_02_bottleneck_congestion.mp4,199,9.95,24,39.9,2.85,0.72,1.3,0.266,28.1,29.6,NORMAL,HIGH RISK,56,138.35
seq_02_bottleneck_congestion.mp4,200,10.0,24,39.7,2.79,0.79,1.18,0.175,17.6,29.2,NORMAL,HIGH RISK,56,154.58
seq_02_bottleneck_congestion.mp4,201,10.05,25,40.7,2.42,0.78,1.26,0.187,20.5,29.0,NORMAL,HIGH RISK,57,146.26
seq_02_bottleneck_congestion.mp4,202,10.1,25,40.8,2.68,0.82,1.38,0.121,10.3,28.6,NORMAL,HIGH RISK,57,137.2
seq_02_bottleneck_congestion.mp4,203,10.15,25,40.6,2.17,0.76,1.13,0.198,20.8,28.2,NORMAL,HIGH RISK,57,144.91
seq_02_bottleneck_congestion.mp4,204,10.2,24,39.7,0.61,0.84,1.7,0.269,29.0,27.9,NORMAL,HIGH RISK,58,138.0
seq_02_bottleneck_congestion.mp4,205,10.25,25,39.7,0.83,0.83,1.32,0.262,25.7,27.7,NORMAL,HIGH RISK,58,159.0
seq_02_bottleneck_congestion.mp4,206,10.3,25,39.4,0.46,0.73,1.23,0.209,19.0,27.4,NORMAL,HIGH RISK,58,146.54
seq_02_bottleneck_congestion.mp4,207,10.35,24,38.7,-0.89,1.13,8.74,0.236,50.6,27.3,NORMAL,HIGH RISK,59,140.47
seq_02_bottleneck_congestion.mp4,208,10.4,24,38.4,-1.4,0.78,1.25,0.14,11.9,26.9,NORMAL,HIGH RISK,59,142.7
seq_02_bottleneck_congestion.mp4,209,10.45,23,38.3,-1.42,0.74,1.23,0.139,12.2,26.5,NORMAL,HIGH RISK,59,133.98
seq_02_bottleneck_congestion.mp4,210,10.5,23,38.9,-1.82,0.8,1.51,0.158,16.6,26.1,NORMAL,HIGH RISK,60,131.59
seq_02_bottleneck_congestion.mp4,211,10.55,23,38.7,-2.18,0.77,1.16,0.104,9.4,25.7,NORMAL,HIGH RISK,60,131.92
seq_02_bottleneck_congestion.mp4,212,10.6,23,38.8,-1.77,0.77,1.32,0.131,11.4,25.4,NORMAL,HIGH RISK,60,132.21
seq_02_bottleneck_congestion.mp4,213,10.65,24,39.5,-0.2,0.79,1.9,0.206,19.4,25.2,NORMAL,HIGH RISK,61,126.21
seq_02_bottleneck_congestion.mp4,214,10.7,25,39.2,-0.49,0.8,1.23,0.147,13.0,24.8,NORMAL,HIGH RISK,61,134.33
seq_02_bottleneck_congestion.mp4,215,10.75,25,39.2,-0.16,0.75,1.16,0.139,12.8,24.6,NORMAL,HIGH RISK,61,135.27
seq_02_bottleneck_congestion.mp4,216,10.8,26,40.4,1.7,0.86,1.86,0.153,14.9,24.2,NORMAL,HIGH RISK,62,133.2
seq_02_bottleneck_congestion.mp4,217,10.85,26,40.5,2.05,0.77,1.18,0.194,16.6,24.1,NORMAL,HIGH RISK,62,137.15
seq_02_bottleneck_congestion.mp4,218,10.9,26,40.2,1.98,0.76,1.16,0.2,19.0,23.8,NORMAL,HIGH RISK,62,126.32
seq_02_bottleneck_congestion.mp4,219,10.95,27,41.4,2.55,0.82,3.21,0.186,17.0,23.6,NORMAL,HIGH RISK,63,141.67
seq_02_bottleneck_congestion.mp4,220,11.0,27,41.5,2.83,0.77,1.15,0.109,10.2,23.6,NORMAL,HIGH RISK,63,142.26
seq_02_bottleneck_congestion.mp4,221,11.05,27,41.3,2.5,0.74,1.29,0.146,13.3,23.5,NORMAL,HIGH RISK,63,139.09
seq_02_bottleneck_congestion.mp4,222,11.1,27,41.9,2.45,0.81,1.3,0.125,13.6,23.5,NORMAL,HIGH RISK,64,143.95
seq_02_bottleneck_congestion.mp4,223,11.15,27,41.8,2.58,0.77,1.43,0.085,8.6,23.4,NORMAL,HIGH RISK,64,140.48
seq_02_bottleneck_congestion.mp4,224,11.2,27,41.9,2.6,0.77,1.2,0.166,14.9,23.3,NORMAL,HIGH RISK,64,136.45
seq_02_bottleneck_congestion.mp4,225,11.25,27,43.3,2.89,0.79,1.24,0.142,12.5,23.3,NORMAL,HIGH RISK,65,132.74
seq_02_bottleneck_congestion.mp4,226,11.3,27,43.2,2.73,0.75,1.17,0.106,9.5,23.5,NORMAL,HIGH RISK,65,135.99
seq_02_bottleneck_congestion.mp4,227,11.35,27,43.4,3.16,0.77,1.21,0.13,12.3,23.7,NORMAL,HIGH RISK,65,135.05
seq_02_bottleneck_congestion.mp4,228,11.4,27,44.1,2.61,0.82,1.36,0.143,13.9,23.8,NORMAL,HIGH RISK,66,141.5
seq_02_bottleneck_congestion.mp4,229,11.45,27,44.1,2.6,0.75,1.16,0.138,13.3,23.9,NORMAL,HIGH RISK,66,139.37
seq_02_bottleneck_congestion.mp4,230,11.5,26,44.9,3.65,0.79,1.32,0.167,14.8,24.1,NORMAL,HIGH RISK,66,136.11
seq_02_bottleneck_congestion.mp4,231,11.55,25,39.1,-2.81,0.8,1.36,0.135,12.8,23.6,NORMAL,HIGH RISK,67,146.29
seq_02_bottleneck_congestion.mp4,232,11.6,28,44.8,2.96,0.7,1.21,0.12,12.4,23.7,NORMAL,HIGH RISK,67,135.37
seq_02_bottleneck_congestion.mp4,233,11.65,28,44.7,2.8,0.79,1.23,0.119,10.2,23.8,NORMAL,HIGH RISK,67,144.14
seq_02_bottleneck_congestion.mp4,234,11.7,29,45.9,2.68,0.82,1.67,0.117,11.7,23.9,NORMAL,HIGH RISK,68,140.26
seq_02_bottleneck_congestion.mp4,235,11.75,29,46.1,2.86,0.8,1.32,0.118,11.0,24.0,NORMAL,HIGH RISK,68,136.75
seq_02_bottleneck_congestion.mp4,236,11.8,28,45.9,2.52,0.76,1.16,0.115,10.3,24.0,NORMAL,HIGH RISK,68,136.42
seq_02_bottleneck_congestion.mp4,237,11.85,27,45.9,1.84,0.78,1.29,0.132,12.4,24.0,NORMAL,HIGH RISK,68,135.84
seq_02_bottleneck_congestion.mp4,238,11.9,27,45.7,1.66,0.73,1.16,0.176,17.0,23.9,NORMAL,HIGH RISK,68,137.86
seq_02_bottleneck_congestion.mp4,239,11.95,27,45.8,0.81,0.8,1.13,0.127,12.3,23.8,NORMAL,HIGH RISK,68,131.91
seq_02_normal_flow_b.mp4,0,0.0,17,24.0,-15.16,7.13,19.57,0.408,20.6,26.1,NORMAL,NORMAL,22,138.37
seq_02_normal_flow_b.mp4,1,0.05,17,24.0,-20.79,1.0,1.77,0.071,6.4,26.1,NORMAL,NORMAL,22,130.31
seq_02_normal_flow_b.mp4,2,0.1,17,24.0,-20.65,0.96,1.78,0.034,3.3,26.2,NORMAL,NORMAL,22,131.87
seq_02_normal_flow_b.mp4,3,0.15,17,24.0,-21.96,0.89,1.38,0.058,5.1,26.1,NORMAL,NORMAL,22,134.02
seq_02_normal_flow_b.mp4,4,0.2,17,24.0,-22.1,0.98,1.52,0.067,6.0,26.1,NORMAL,NORMAL,22,143.19
seq_02_normal_flow_b.mp4,5,0.25,17,24.0,-21.91,0.93,1.44,0.043,4.1,26.1,NORMAL,NORMAL,22,142.15
seq_02_normal_flow_b.mp4,6,0.3,17,24.0,-21.87,0.94,1.47,0.025,2.4,26.0,NORMAL,NORMAL,22,135.33
seq_02_normal_flow_b.mp4,7,0.35,17,24.0,-21.72,0.95,1.6,0.034,2.9,26.1,NORMAL,NORMAL,22,132.37
seq_02_normal_flow_b.mp4,8,0.4,17,24.0,-21.7,0.96,1.45,0.077,7.0,26.1,NORMAL,NORMAL,22,134.34
seq_02_normal_flow_b.mp4,9,0.45,17,24.1,0.15,0.93,1.52,0.049,5.1,21.6,NORMAL,NORMAL,22,134.99
seq_02_normal_flow_b.mp4,10,0.5,17,24.7,0.7,0.88,1.38,0.037,3.4,21.3,NORMAL,NORMAL,22,137.76
seq_02_normal_flow_b.mp4,11,0.55,17,24.6,0.61,0.93,1.68,0.052,4.7,21.3,NORMAL,NORMAL,22,125.1
seq_02_normal_flow_b.mp4,12,0.6,17,24.6,0.59,0.98,1.93,0.079,6.8,21.2,NORMAL,NORMAL,22,136.58
seq_02_normal_flow_b.mp4,13,0.65,17,24.5,0.52,0.89,1.56,0.11,8.8,21.2,NORMAL,NORMAL,22,135.01
seq_02_normal_flow_b.mp4,14,0.7,17,24.5,0.52,0.96,1.58,0.036,3.1,21.1,NORMAL,NORMAL,22,133.92
seq_02_normal_flow_b.mp4,15,0.75,17,24.6,0.52,0.89,1.3,0.039,3.6,21.1,NORMAL,NORMAL,22,122.73
seq_02_normal_flow_b.mp4,16,0.8,17,24.5,0.48,0.97,1.53,0.058,5.3,21.0,NORMAL,NORMAL,22,129.41
seq_02_normal_flow_b.mp4,17,0.85,17,24.4,0.39,0.9,1.23,0.047,4.2,21.0,NORMAL,NORMAL,22,138.25
seq_02_normal_flow_b.mp4,18,0.9,17,24.4,0.3,0.95,1.58,0.051,4.8,21.5,NORMAL,NORMAL,22,138.01
seq_02_normal_flow_b.mp4,19,0.95,17,24.4,-0.25,0.93,1.44,0.054,5.0,21.4,NORMAL,NORMAL,22,129.97
seq_02_normal_flow_b.mp4,20,1.0,17,24.3,-0.3,0.92,1.52,0.05,4.8,21.2,NORMAL,NORMAL,22,132.17
seq_02_normal_flow_b.mp4,21,1.05,18,24.7,0.12,0.93,1.63,0.044,4.5,21.1,NORMAL,NORMAL,22,126.29
seq_02_normal_flow_b.mp4,22,1.1,18,24.6,0.12,0.93,1.39,0.044,3.8,21.0,NORMAL,NORMAL,22,131.28
seq_02_normal_flow_b.mp4,23,1.15,18,24.7,0.13,0.9,1.55,0.066,6.2,20.9,NORMAL,NORMAL,22,127.28
seq_02_normal_flow_b.mp4,24,1.2,18,24.6,0.01,0.94,1.55,0.031,3.0,20.7,NORMAL,NORMAL,22,130.89
seq_02_normal_flow_b.mp4,25,1.25,17,24.2,-0.34,0.89,1.41,0.077,6.4,20.6,NORMAL,NORMAL,22,132.46
seq_02_normal_flow_b.mp4,26,1.3,18,24.1,-0.29,0.97,1.62,0.023,2.2,20.4,NORMAL,NORMAL,22,141.42
seq_02_normal_flow_b.mp4,27,1.35,18,24.2,-0.26,0.92,1.73,0.065,6.0,20.4,NORMAL,NORMAL,22,133.59
seq_02_normal_flow_b.mp4,28,1.4,18,24.0,-0.4,0.96,1.73,0.054,4.4,20.3,NORMAL,NORMAL,22,129.9
seq_02_normal_flow_b.mp4,29,1.45,18,23.9,-0.36,1.02,1.56,0.055,5.0,20.2,NORMAL,NORMAL,22,133.33
seq_02_normal_flow_b.mp4,30,1.5,18,23.9,-0.76,0.91,1.48,0.042,4.3,20.2,NORMAL,NORMAL,22,129.6
seq_02_normal_flow_b.mp4,31,1.55,18,23.8,-0.8,0.87,1.34,0.031,2.7,20.1,NORMAL,NORMAL,22,127.57
seq_02_normal_flow_b.mp4,32,1.6,18,23.8,-0.86,0.96,1.44,0.036,3.3,20.0,NORMAL,NORMAL,22,135.13
seq_02_normal_flow_b.mp4,33,1.65,18,23.7,-0.83,0.94,1.5,0.078,7.1,20.0,NORMAL,NORMAL,22,129.81
seq_02_normal_flow_b.mp4,34,1.7,18,23.7,-0.48,0.94,1.95,0.057,4.9,19.9,NORMAL,NORMAL,22,139.01
seq_02_normal_flow_b.mp4,35,1.75,18,23.6,-0.53,0.95,1.6,0.044,3.4,19.8,NORMAL,NORMAL,22,136.21
seq_02_normal_flow_b.mp4,36,1.8,18,23.5,-0.64,0.95,1.69,0.055,4.7,19.7,NORMAL,NORMAL,22,142.94
seq_02_normal_flow_b.mp4,37,1.85,18,23.5,-0.55,0.89,1.66,0.095,8.7,19.7,NORMAL,NORMAL,22,138.76
seq_02_normal_flow_b.mp4,38,1.9,18,23.4,-0.52,0.97,1.49,0.073,6.2,19.6,NORMAL,NORMAL,22,142.29
seq_02_normal_flow_b.mp4,39,1.95,18,23.4,-0.52,0.96,1.76,0.025,2.3,19.5,NORMAL,NORMAL,22,137.17
seq_02_normal_flow_b.mp4,40,2.0,18,23.4,-0.45,0.9,1.63,0.037,3.9,19.4,NORMAL,NORMAL,22,152.75
seq_02_normal_flow_b.mp4,41,2.05,18,23.3,-0.45,0.99,1.65,0.059,5.5,19.4,NORMAL,NORMAL,22,146.26
seq_02_normal_flow_b.mp4,42,2.1,18,23.3,-0.44,0.89,1.3,0.054,5.1,19.3,NORMAL,NORMAL,22,143.54
seq_02_normal_flow_b.mp4,43,2.15,18,23.3,-0.39,0.91,1.4,0.042,4.1,19.2,NORMAL,NORMAL,22,147.12
seq_02_normal_flow_b.mp4,44,2.2,18,23.3,-0.29,0.91,1.51,0.048,4.7,19.1,NORMAL,NORMAL,22,141.18
seq_02_normal_flow_b.mp4,45,2.25,18,23.3,-0.23,0.9,1.45,0.076,6.2,19.0,NORMAL,NORMAL,22,145.65
seq_02_normal_flow_b.mp4,46,2.3,18,23.3,-0.19,0.92,1.51,0.072,6.0,18.9,NORMAL,NORMAL,22,141.1
seq_02_normal_flow_b.mp4,47,2.35,18,23.3,-0.15,0.91,1.43,0.035,3.3,18.8,NORMAL,NORMAL,22,140.93
seq_02_normal_flow_b.mp4,48,2.4,18,23.2,-0.19,0.96,2.1,0.088,7.7,18.8,NORMAL,NORMAL,22,140.24
seq_02_normal_flow_b.mp4,49,2.45,18,23.3,-0.09,0.92,1.41,0.032,3.3,18.7,NORMAL,NORMAL,22,132.89
seq_02_normal_flow_b.mp4,50,2.5,18,23.2,-0.09,0.91,1.45,0.056,4.7,18.6,NORMAL,NORMAL,22,134.02
