video,frame_id,timestamp_sec,person_count,density_pct,density_change_rate,mean_motion_speed,max_motion_speed,direction_variance,flow_irregularity,heuristic_risk_score,heuristic_risk_level,ground_truth_risk_level,ground_truth_person_count
seq_02_bottleneck_congestion.mp4,9,0.45,19,24.7,0.36,0.89,1.45,0.981,98.3,17.4,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,10,0.5,18,24.7,0.43,0.91,1.5,0.949,93.8,17.4,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,11,0.55,17,21.1,-3.12,0.94,1.51,0.956,91.9,16.9,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,12,0.6,19,25.4,1.09,0.84,1.26,0.834,73.6,17.1,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,13,0.65,18,25.8,1.47,0.9,1.38,0.909,85.1,17.6,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,14,0.7,19,25.1,0.75,0.93,1.47,0.9,80.5,18.0,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,15,0.75,18,25.3,0.84,0.92,1.63,0.887,85.5,18.5,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,16,0.8,18,24.9,0.39,0.88,1.37,0.894,85.5,18.9,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,17,0.85,18,24.6,0.02,0.9,1.61,0.883,80.4,19.2,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,18,0.9,18,24.3,-0.45,0.97,1.54,0.808,83.7,19.4,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,19,0.95,18,24.0,-0.77,0.95,1.5,0.891,87.1,19.9,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,20,1.0,18,23.8,2.72,0.92,1.45,0.84,81.5,20.5,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,21,1.05,18,24.1,-1.27,0.92,1.53,0.963,89.4,21.1,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,22,1.1,18,24.4,-1.43,0.91,1.51,0.915,93.8,21.6,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,23,1.15,17,24.8,-0.27,0.8,1.23,0.884,86.7,22.0,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,24,1.2,18,24.8,-0.49,0.92,1.42,0.834,83.0,22.5,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,25,1.25,19,25.2,0.28,0.86,1.48,0.969,94.9,23.1,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,26,1.3,19,25.1,0.57,0.89,1.41,0.973,94.0,23.7,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,27,1.35,19,25.1,0.84,0.88,1.41,0.931,88.7,24.3,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,28,1.4,18,25.2,1.2,0.85,1.6,0.954,90.7,24.9,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,29,1.45,18,25.1,1.24,0.97,1.43,0.845,79.2,25.3,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,30,1.5,18,24.3,0.19,1.03,5.52,0.923,83.1,25.8,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,31,1.55,18,24.2,-0.16,0.93,1.55,0.932,90.6,26.4,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,32,1.6,17,22.2,-2.66,0.96,1.69,0.889,91.0,26.9,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,33,1.65,17,22.1,-2.69,0.96,1.64,0.928,93.6,27.6,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,34,1.7,18,24.2,-0.99,0.9,1.59,0.968,96.9,28.2,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,35,1.75,19,24.5,-0.67,0.9,1.38,0.908,86.1,28.8,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,36,1.8,19,24.5,-0.64,0.94,1.52,0.844,83.2,29.3,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,37,1.85,17,23.4,-1.8,1.27,10.51,0.952,71.7,30.2,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,38,1.9,17,23.1,-1.91,0.89,1.44,0.9,90.5,30.7,NORMAL,NORMAL,22
seq_02_bottleneck_congestion.mp4,39,1.95,17,22.9,-1.38,0.84,1.41,0.937,93.3,31.1,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,40,2.0,16,22.7,-1.5,0.91,1.56,0.925,92.4,31.5,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,41,2.05,16,22.5,0.37,0.97,1.95,0.952,93.6,32.1,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,42,2.1,16,22.2,0.07,0.89,1.55,0.965,94.2,32.5,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,43,2.15,15,21.3,-2.92,1.48,13.27,0.908,61.6,33.4,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,44,2.2,15,21.2,-3.27,0.88,1.72,0.903,92.6,33.9,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,45,2.25,15,21.2,-3.28,0.92,1.44,0.964,98.4,34.4,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,46,2.3,16,21.6,-1.79,0.85,1.46,0.965,93.7,34.6,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,47,2.35,15,20.3,-2.85,1.61,15.4,0.89,78.1,35.4,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,48,2.4,15,20.1,-2.8,0.89,1.47,0.865,81.9,36.0,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,49,2.45,15,20.0,-2.76,0.85,1.17,0.897,89.0,36.6,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,50,2.5,15,19.8,-2.71,0.92,1.49,0.89,89.3,37.1,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,51,2.55,15,19.8,-2.35,0.84,1.33,0.891,90.5,37.6,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,52,2.6,15,19.9,-1.43,0.92,1.4,0.963,95.5,37.8,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,53,2.65,15,19.9,-1.32,0.89,1.64,0.923,82.7,38.2,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,54,2.7,15,19.9,-1.34,0.91,1.36,0.937,95.5,38.7,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,55,2.75,15,19.8,-1.75,0.88,1.48,0.905,95.7,39.3,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,56,2.8,14,19.2,-1.11,1.24,9.11,0.876,62.8,39.7,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,57,2.85,13,18.8,-1.3,0.95,1.61,0.829,81.4,40.1,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,58,2.9,13,18.9,-1.05,0.92,1.49,0.975,94.3,40.7,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,59,2.95,13,18.9,-0.89,0.95,1.69,0.863,90.2,41.3,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,60,3.0,14,18.9,-0.92,0.86,1.42,0.867,86.3,41.8,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,61,3.05,14,18.9,-1.0,0.87,1.34,0.937,98.2,42.4,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,62,3.1,14,18.8,-1.05,0.94,1.48,0.858,81.0,42.8,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,63,3.15,14,18.7,-1.12,0.88,1.41,0.915,90.9,43.3,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,64,3.2,13,17.8,-1.97,1.43,12.45,0.927,58.5,44.0,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,65,3.25,13,17.9,-1.24,0.99,1.58,0.937,84.3,44.3,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,66,3.3,13,18.1,-0.76,0.95,1.64,0.756,68.1,45.0,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,67,3.35,13,18.2,-0.69,0.94,1.68,0.882,80.3,45.5,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,68,3.4,13,18.4,-0.5,0.94,1.45,0.934,93.5,46.0,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,69,3.45,13,18.6,-0.35,0.87,1.46,0.977,96.8,46.5,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,70,3.5,14,18.7,-0.13,0.99,1.73,0.976,86.9,47.2,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,71,3.55,14,18.7,-0.14,0.96,1.6,0.814,77.2,47.7,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,72,3.6,14,18.7,-0.07,0.92,1.39,0.972,98.7,48.3,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,73,3.65,14,18.8,0.92,0.95,1.63,0.925,94.7,48.5,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,74,3.7,14,18.8,0.86,0.88,1.19,0.845,82.0,48.9,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,75,3.75,14,18.9,0.87,0.9,1.36,0.872,86.0,49.5,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,76,3.8,14,19.1,0.85,0.95,1.73,0.903,89.3,50.1,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,77,3.85,14,19.2,0.79,0.83,1.16,0.86,82.0,50.6,WARNING,NORMAL,22
seq_02_bottleneck_congestion.mp4,78,3.9,14,19.5,0.88,0.96,1.54,0.971,96.3,51.3,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,79,3.95,15,19.6,0.83,0.91,1.28,0.883,83.0,51.8,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,80,4.0,14,19.8,1.08,0.95,1.43,0.85,87.9,52.4,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,81,4.05,14,19.7,1.01,0.88,1.48,0.966,94.7,53.0,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,82,4.1,13,18.3,-0.47,1.49,13.25,0.903,63.1,53.4,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,83,4.15,13,18.2,-0.62,0.97,1.53,0.992,99.3,54.2,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,84,4.2,13,18.1,-0.86,0.95,1.61,0.963,92.8,54.9,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,85,4.25,12,14.5,-4.62,1.17,6.67,0.932,81.4,55.5,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,86,4.3,11,14.5,-4.75,0.91,1.27,0.83,81.8,56.0,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,87,4.35,12,16.7,-2.73,0.95,1.6,0.944,91.1,56.6,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,88,4.4,12,16.9,-2.7,0.85,1.23,0.937,92.3,57.0,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,89,4.45,12,17.0,-2.76,0.95,1.4,0.931,92.3,57.7,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,90,4.5,12,17.1,-2.58,0.91,1.58,0.857,81.2,58.2,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,91,4.55,12,17.2,-1.07,0.95,1.39,0.871,88.4,58.3,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,92,4.6,13,16.8,-1.34,0.9,1.28,0.876,80.0,58.4,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,93,4.65,13,16.8,-1.27,0.9,1.42,0.974,96.7,59.0,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,94,4.7,13,16.8,2.33,0.97,1.78,0.942,91.7,59.6,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,95,4.75,13,16.7,2.25,0.95,1.48,0.966,97.3,60.2,HIGH RISK,NORMAL,22
seq_02_bottleneck_congestion.mp4,96,4.8,12,15.5,-1.22,1.75,11.08,0.806,60.2,60.6,HIGH RISK,WARNING,22
seq_02_bottleneck_congestion.mp4,97,4.85,12,14.5,-2.35,1.01,2.67,0.833,73.5,61.0,HIGH RISK,WARNING,22
seq_02_bottleneck_congestion.mp4,98,4.9,12,14.5,-2.51,0.84,1.42,0.755,82.3,61.4,HIGH RISK,WARNING,22
seq_02_bottleneck_congestion.mp4,99,4.95,13,15.6,-1.49,1.66,17.53,0.812,50.2,62.3,HIGH RISK,WARNING,23
seq_02_bottleneck_congestion.mp4,100,5.0,13,15.6,-1.61,0.75,1.23,0.757,72.2,61.9,HIGH RISK,WARNING,23
seq_02_bottleneck_congestion.mp4,101,5.05,13,15.6,-1.23,0.82,1.14,0.788,71.8,62.1,HIGH RISK,WARNING,23
seq_02_bottleneck_congestion.mp4,102,5.1,14,16.7,-0.12,0.98,2.64,0.845,81.3,62.2,HIGH RISK,WARNING,24
seq_02_bottleneck_congestion.mp4,103,5.15,14,16.7,-0.1,0.77,1.25,0.782,80.9,62.1,HIGH RISK,WARNING,24
seq_02_bottleneck_congestion.mp4,104,5.2,14,16.7,-0.04,0.8,1.11,0.623,54.4,61.9,HIGH RISK,WARNING,24
seq_02_bottleneck_congestion.mp4,105,5.25,15,17.8,2.27,1.5,17.21,0.657,41.1,61.4,HIGH RISK,WARNING,25
seq_02_bottleneck_congestion.mp4,106,5.3,15,17.8,3.27,0.94,1.73,0.687,61.4,60.6,HIGH RISK,WARNING,25
seq_02_bottleneck_congestion.mp4,107,5.35,14,16.4,1.86,1.11,5.78,0.807,83.2,60.5,HIGH RISK,WARNING,25
seq_02_bottleneck_congestion.mp4,108,5.4,15,17.5,1.91,1.1,4.29,0.578,47.5,60.4,HIGH RISK,WARNING,26
seq_02_bottleneck_congestion.mp4,109,5.45,14,17.1,1.48,0.82,1.5,0.616,58.1,60.3,HIGH RISK,WARNING,26
seq_02_bottleneck_congestion.mp4,110,5.5,15,17.5,1.91,0.86,1.41,0.63,61.5,60.2,HIGH RISK,WARNING,26
seq_02_bottleneck_congestion.mp4,111,5.55,15,18.2,1.5,0.98,4.66,0.601,49.1,60.0,HIGH RISK,WARNING,27
seq_02_bottleneck_congestion.mp4,112,5.6,16,18.6,1.92,0.82,1.22,0.616,57.7,60.0,HIGH RISK,WARNING,27
seq_02_bottleneck_congestion.mp4,113,5.65,16,18.6,1.91,0.97,1.51,0.451,41.7,59.7,HIGH RISK,WARNING,27
seq_02_bottleneck_congestion.mp4,114,5.7,17,19.8,2.06,0.87,4.39,0.722,66.7,59.7,HIGH RISK,WARNING,28
seq_02_bottleneck_congestion.mp4,115,5.75,17,19.8,2.05,0.88,1.36,0.632,55.6,59.5,HIGH RISK,WARNING,28
seq_02_bottleneck_congestion.mp4,116,5.8,17,19.8,3.46,0.76,1.18,0.488,50.5,59.3,HIGH RISK,WARNING,28
seq_02_bottleneck_congestion.mp4,117,5.85,17,20.7,3.21,1.02,2.53,0.473,42.2,59.1,HIGH RISK,WARNING,29
seq_02_bottleneck_congestion.mp4,118,5.9,17,20.7,3.62,0.79,1.16,0.737,75.9,59.1,HIGH RISK,WARNING,29
seq_02_bottleneck_congestion.mp4,119,5.95,17,20.7,3.23,0.82,1.25,0.541,51.4,58.9,HIGH RISK,WARNING,29
seq_02_bottleneck_congestion.mp4,120,6.0,17,21.1,2.9,1.24,7.59,0.569,40.1,58.7,HIGH RISK,WARNING,30
seq_02_bottleneck_congestion.mp4,121,6.05,17,21.0,2.38,0.8,1.9,0.502,56.0,58.5,HIGH RISK,WARNING,30
seq_02_bottleneck_congestion.mp4,122,6.1,17,21.0,2.38,0.94,1.58,0.497,45.7,58.2,HIGH RISK,WARNING,30
seq_02_bottleneck_congestion.mp4,123,6.15,17,21.5,1.68,0.81,2.14,0.441,45.2,57.9,HIGH RISK,WARNING,31
seq_02_bottleneck_congestion.mp4,124,6.2,17,21.6,1.76,0.89,1.33,0.539,50.4,57.7,HIGH RISK,WARNING,31
seq_02_bottleneck_congestion.mp4,125,6.25,17,21.4,1.59,0.83,1.63,0.36,38.6,57.3,HIGH RISK,WARNING,31
seq_02_bottleneck_congestion.mp4,126,6.3,17,22.1,1.41,0.89,2.66,0.496,56.2,56.9,HIGH RISK,WARNING,32
seq_02_bottleneck_congestion.mp4,127,6.35,18,22.5,1.83,0.78,1.41,0.485,40.6,56.6,HIGH RISK,WARNING,32
seq_02_bottleneck_congestion.mp4,128,6.4,18,22.5,1.78,0.86,1.49,0.332,31.3,56.2,HIGH RISK,WARNING,32
seq_02_bottleneck_congestion.mp4,129,6.45,18,23.0,1.87,0.93,4.04,0.439,35.0,55.8,HIGH RISK,WARNING,33
seq_02_bottleneck_congestion.mp4,130,6.5,18,22.9,1.89,0.78,1.43,0.436,44.1,55.5,HIGH RISK,WARNING,33
seq_02_bottleneck_congestion.mp4,131,6.55,18,22.9,1.94,0.89,1.54,0.307,27.0,55.1,HIGH RISK,WARNING,33
seq_02_bottleneck_congestion.mp4,132,6.6,19,24.2,2.63,1.31,11.87,0.37,24.2,54.7,HIGH RISK,WARNING,34
seq_02_bottleneck_congestion.mp4,133,6.65,19,24.2,2.61,0.81,1.29,0.303,23.4,54.3,HIGH RISK,WARNING,34
seq_02_bottleneck_congestion.mp4,134,6.7,19,24.2,2.82,0.85,1.47,0.449,42.0,54.0,HIGH RISK,WARNING,34
seq_02_bottleneck_congestion.mp4,135,6.75,19,25.2,3.09,0.98,3.16,0.354,29.8,53.7,HIGH RISK,WARNING,35
seq_02_bottleneck_congestion.mp4,136,6.8,19,25.3,2.77,0.81,1.44,0.367,30.9,53.6,HIGH RISK,WARNING,35
seq_02_bottleneck_congestion.mp4,137,6.85,19,25.3,2.77,0.84,1.2,0.275,25.3,53.3,HIGH RISK,WARNING,35
seq_02_bottleneck_congestion.mp4,138,6.9,20,26.5,3.52,1.22,10.04,0.278,19.1,53.1,HIGH RISK,WARNING,36
seq_02_bottleneck_congestion.mp4,139,6.95,20,26.6,3.67,0.81,1.15,0.253,22.9,53.0,HIGH RISK,WARNING,36
seq_02_bottleneck_congestion.mp4,140,7.0,20,26.5,3.63,0.85,1.58,0.389,38.7,52.7,HIGH RISK,WARNING,36
seq_02_bottleneck_congestion.mp4,141,7.05,21,27.7,3.52,1.11,9.88,0.41,27.6,52.3,HIGH RISK,WARNING,37
seq_02_bottleneck_congestion.mp4,142,7.1,21,27.7,3.46,0.83,1.26,0.211,18.3,51.4,HIGH RISK,WARNING,37
seq_02_bottleneck_congestion.mp4,143,7.15,21,27.6,3.37,0.82,1.33,0.357,35.3,51.2,HIGH RISK,WARNING,37
seq_02_bottleneck_congestion.mp4,144,7.2,21,29.2,3.98,0.83,1.48,0.268,23.8,50.7,WARNING,WARNING,38
seq_02_bottleneck_congestion.mp4,145,7.25,22,29.0,3.7,0.81,1.33,0.169,18.2,50.2,WARNING,WARNING,38
seq_02_bottleneck_congestion.mp4,146,7.3,21,29.2,3.93,0.82,1.2,0.312,28.1,49.9,WARNING,WARNING,38
seq_02_bottleneck_congestion.mp4,147,7.35,21,29.8,3.37,0.83,1.46,0.257,22.8,49.5,WARNING,WARNING,39
seq_02_bottleneck_congestion.mp4,148,7.4,20,28.4,1.84,1.51,14.59,0.377,29.6,49.2,WARNING,WARNING,39
seq_02_bottleneck_congestion.mp4,149,7.45,19,27.1,0.56,1.44,14.7,0.385,35.3,49.1,WARNING,WARNING,39
seq_02_bottleneck_congestion.mp4,150,7.5,18,27.2,-0.47,0.81,1.16,0.27,24.1,48.4,WARNING,WARNING,40
seq_02_bottleneck_congestion.mp4,151,7.55,18,27.1,-0.55,0.79,1.21,0.244,20.6,47.9,WARNING,WARNING,40
seq_02_bottleneck_congestion.mp4,152,7.6,19,27.5,-0.13,0.75,1.16,0.345,33.0,47.3,WARNING,WARNING,40
seq_02_bottleneck_congestion.mp4,153,7.65,18,28.1,-1.14,0.86,1.73,0.282,30.3,46.9,WARNING,WARNING,41
seq_02_bottleneck_congestion.mp4,154,7.7,18,28.2,-0.84,0.79,1.3,0.303,29.7,46.4,WARNING,WARNING,41
seq_02_bottleneck_congestion.mp4,155,7.75,18,28.1,-1.16,0.75,1.26,0.288,29.5,45.8,WARNING,WARNING,41
seq_02_bottleneck_congestion.mp4,156,7.8,19,29.2,-0.6,1.25,14.38,0.336,17.6,45.7,WARNING,WARNING,42
seq_02_bottleneck_congestion.mp4,157,7.85,19,29.5,1.07,0.79,1.26,0.314,28.4,45.0,WARNING,WARNING,42
seq_02_bottleneck_congestion.mp4,158,7.9,19,29.5,2.37,0.83,1.28,0.23,22.7,44.2,WARNING,WARNING,42
seq_02_bottleneck_congestion.mp4,159,7.95,20,30.7,3.53,0.86,2.43,0.291,27.9,43.9,WARNING,WARNING,43
seq_02_bottleneck_congestion.mp4,160,8.0,20,30.9,3.77,0.85,1.27,0.21,15.1,43.6,WARNING,WARNING,43
seq_02_bottleneck_congestion.mp4,161,8.05,20,30.9,3.4,0.74,1.13,0.297,28.8,43.3,WARNING,WARNING,43
seq_02_bottleneck_congestion.mp4,162,8.1,21,32.7,4.65,0.97,3.62,0.294,24.2,43.2,WARNING,WARNING,44
seq_02_bottleneck_congestion.mp4,163,8.15,20,32.5,4.34,0.76,1.14,0.317,30.2,43.0,WARNING,WARNING,44
seq_02_bottleneck_congestion.mp4,164,8.2,20,32.7,4.6,0.81,1.21,0.301,28.2,42.9,WARNING,WARNING,44
seq_02_bottleneck_congestion.mp4,165,8.25,20,33.0,3.79,0.81,1.3,0.249,28.2,42.7,WARNING,WARNING,45
seq_02_bottleneck_congestion.mp4,166,8.3,20,33.1,3.63,0.82,1.28,0.242,22.6,42.6,WARNING,WARNING,45
seq_02_bottleneck_congestion.mp4,167,8.35,21,32.7,3.22,0.78,1.16,0.235,22.7,42.3,WARNING,WARNING,45
seq_02_bottleneck_congestion.mp4,168,8.4,20,33.0,2.23,0.83,1.34,0.285,27.3,41.9,WARNING,HIGH RISK,46
seq_02_bottleneck_congestion.mp4,169,8.45,20,33.0,2.09,0.78,1.34,0.305,28.7,41.4,WARNING,HIGH RISK,46
seq_02_bottleneck_congestion.mp4,170,8.5,20,32.9,1.99,0.71,1.26,0.26,23.8,40.9,WARNING,HIGH RISK,46
seq_02_bottleneck_congestion.mp4,171,8.55,21,33.5,0.76,0.91,3.32,0.18,19.9,40.5,WARNING,HIGH RISK,47
seq_02_bottleneck_congestion.mp4,172,8.6,21,33.4,0.88,0.83,1.28,0.258,24.8,39.9,WARNING,HIGH RISK,47
seq_02_bottleneck_congestion.mp4,173,8.65,21,33.2,0.57,0.79,1.28,0.28,28.2,39.4,WARNING,HIGH RISK,47
seq_02_bottleneck_congestion.mp4,174,8.7,21,34.1,1.03,0.8,2.02,0.286,32.7,38.9,WARNING,HIGH RISK,48
seq_02_bottleneck_congestion.mp4,175,8.75,20,32.1,-1.0,0.78,1.21,0.309,30.0,38.4,WARNING,HIGH RISK,48
seq_02_bottleneck_congestion.mp4,176,8.8,20,32.0,-0.72,0.83,1.33,0.26,23.2,37.8,WARNING,HIGH RISK,48
seq_02_bottleneck_congestion.mp4,177,8.85,21,33.0,0.02,0.84,1.46,0.214,20.6,37.3,WARNING,HIGH RISK,49
seq_02_bottleneck_congestion.mp4,178,8.9,21,33.0,0.0,0.8,1.21,0.216,22.6,36.8,WARNING,HIGH RISK,49
seq_02_bottleneck_congestion.mp4,179,8.95,21,33.0,0.13,0.73,1.25,0.271,26.5,36.4,WARNING,HIGH RISK,49
seq_02_bottleneck_congestion.mp4,180,9.0,22,34.2,0.76,1.04,3.15,0.24,20.2,36.1,WARNING,HIGH RISK,50
seq_02_bottleneck_congestion.mp4,181,9.05,21,33.2,-0.18,1.8,22.78,0.226,11.1,36.4,WARNING,HIGH RISK,50
seq_02_bottleneck_congestion.mp4,182,9.1,23,35.6,2.34,0.79,1.21,0.233,22.7,36.1,WARNING,HIGH RISK,50
seq_02_bottleneck_congestion.mp4,183,9.15,24,36.6,2.5,0.77,1.38,0.23,22.5,35.7,WARNING,HIGH RISK,51
seq_02_bottleneck_congestion.mp4,184,9.2,22,34.5,2.37,0.78,1.17,0.256,23.7,35.3,WARNING,HIGH RISK,51
seq_02_bottleneck_congestion.mp4,185,9.25,21,34.8,2.8,0.81,1.26,0.183,19.3,35.1,WARNING,HIGH RISK,51
seq_02_bottleneck_congestion.mp4,186,9.3,23,37.2,4.23,0.82,1.24,0.333,34.5,34.9,WARNING,HIGH RISK,52
seq_02_bottleneck_congestion.mp4,187,9.35,23,37.3,4.31,0.77,1.19,0.204,21.1,34.6,WARNING,HIGH RISK,52
seq_02_bottleneck_congestion.mp4,188,9.4,23,35.7,2.68,0.82,1.65,0.259,24.3,34.3,WARNING,HIGH RISK,52
seq_02_bottleneck_congestion.mp4,189,9.45,24,37.0,2.73,0.85,3.66,0.292,27.7,33.9,WARNING,HIGH RISK,53
seq_02_bottleneck_congestion.mp4,190,9.5,24,37.0,3.78,0.78,1.22,0.232,23.1,32.9,WARNING,HIGH RISK,53
seq_02_bottleneck_congestion.mp4,191,9.55,24,36.9,1.31,0.78,1.16,0.29,27.5,32.6,WARNING,HIGH RISK,53
seq_02_bottleneck_congestion.mp4,192,9.6,24,38.3,1.75,0.77,1.4,0.252,25.8,32.2,WARNING,HIGH RISK,54
seq_02_bottleneck_congestion.mp4,193,9.65,24,38.2,3.7,0.82,1.16,0.144,14.0,31.8,WARNING,HIGH RISK,54
seq_02_bottleneck_congestion.mp4,194,9.7,24,38.4,3.62,0.75,1.22,0.25,23.8,31.4,WARNING,HIGH RISK,54
seq_02_bottleneck_congestion.mp4,195,9.75,24,39.1,1.84,0.82,1.56,0.21,22.8,30.9,NORMAL,HIGH RISK,55
seq_02_bottleneck_congestion.mp4,196,9.8,24,38.9,1.6,0.78,1.17,0.254,25.8,30.6,NORMAL,HIGH RISK,55
seq_02_bottleneck_congestion.mp4,197,9.85,23,38.9,3.26,0.77,1.18,0.193,16.7,30.2,NORMAL,HIGH RISK,55
seq_02_bottleneck_congestion.mp4,198,9.9,23,39.6,2.58,0.85,1.37,0.18,17.8,29.8,NORMAL,HIGH RISK,56
seq_02_bottleneck_congestion.mp4,199,9.95,24,39.9,2.85,0.72,1.3,0.266,28.1,29.6,NORMAL,HIGH RISK,56
seq_02_bottleneck_congestion.mp4,200,10.0,24,39.7,2.79,0.79,1.18,0.175,17.6,29.2,NORMAL,HIGH RISK,56
seq_02_bottleneck_congestion.mp4,201,10.05,25,40.7,2.42,0.78,1.26,0.187,20.5,29.0,NORMAL,HIGH RISK,57
seq_02_bottleneck_congestion.mp4,202,10.1,25,40.8,2.68,0.82,1.38,0.121,10.3,28.6,NORMAL,HIGH RISK,57
seq_02_bottleneck_congestion.mp4,203,10.15,25,40.6,2.17,0.76,1.13,0.198,20.8,28.2,NORMAL,HIGH RISK,57
seq_02_bottleneck_congestion.mp4,204,10.2,24,39.7,0.61,0.84,1.7,0.269,29.0,27.9,NORMAL,HIGH RISK,58
seq_02_bottleneck_congestion.mp4,205,10.25,25,39.7,0.83,0.83,1.32,0.262,25.7,27.7,NORMAL,HIGH RISK,58
seq_02_bottleneck_congestion.mp4,206,10.3,25,39.4,0.46,0.73,1.23,0.209,19.0,27.4,NORMAL,HIGH RISK,58
seq_02_bottleneck_congestion.mp4,207,10.35,24,38.7,-0.89,1.13,8.74,0.236,50.6,27.3,NORMAL,HIGH RISK,59
